x,y
180,114
168,128
168,143
166,168
150,77
201,79
152,138
193,138
132,67
162,70
191,69
218,65
127,79
141,77
157,79
192,80
210,79
223,78
173,120
163,116
183,116
171,134
172,149
170,178
143,71
192,73
145,126
187,125
122,61
152,63
178,65
208,62
122,71
133,71
150,73
184,73
200,72
210,73
166,111
155,107
176,107
165,119
165,134
165,161
130,71
179,72
134,126
176,126
110,62
139,62
164,65
194,59
107,71
120,71
136,72
171,73
188,72
200,70
153,109
142,106
165,106
153,122
153,137
152,161
131,72
182,72
131,125
177,127
115,58
144,64
169,64
195,58
110,72
123,72
139,73
173,74
191,72
199,74
155,114
144,108
164,109
155,122
154,143
155,164
142,74
192,76
142,130
187,130
123,63
156,67
177,71
206,63
119,72
133,74
151,75
184,77
202,75
212,75
167,116
152,110
178,111
166,124
166,139
165,161
140,44
188,43
143,98
186,96
123,36
151,33
173,31
202,29
120,49
131,45
149,45
180,44
197,43
208,44
161,69
153,75
171,74
161,90
161,107
162,134
136,52
183,53
137,108
178,108
122,41
148,39
166,42
197,41
117,54
127,53
143,54
174,53
191,53
202,53
153,82
144,84
165,84
154,102
154,117
154,145
132,52
180,51
135,107
174,105
115,45
143,44
165,42
194,37
114,55
123,54
140,54
171,53
189,52
202,53
150,84
142,85
163,84
153,99
153,113
154,142
143,71
189,70
149,125
187,122
126,62
153,62
179,62
204,59
124,73
136,72
151,73
182,72
197,70
210,70
165,106
154,103
177,104
165,117
166,136
167,159
139,70
184,69
142,122
181,122
122,59
149,63
170,60
200,57
121,73
130,70
146,71
177,71
193,69
207,70
156,101
147,101
168,100
158,115
158,136
158,160
126,71
171,70
131,122
171,121
108,62
136,62
160,63
184,59
105,75
118,73
133,72
164,71
178,70
189,69
150,105
139,104
159,103
151,117
150,130
151,154
126,81
181,80
129,142
177,142
103,67
139,71
168,71
199,66
101,84
115,82
133,83
173,82
191,81
202,81
152,124
138,118
168,119
152,137
152,153
153,180
116,66
171,65
120,130
166,130
100,54
131,56
158,54
187,52
97,67
106,67
127,67
162,67
182,66
192,67
139,99
131,103
152,104
140,122
140,139
140,171
115,47
169,48
114,109
163,110
101,30
126,33
157,33
185,31
96,48
107,49
122,47
160,47
179,48
189,48
135,75
126,78
149,79
137,98
137,128
133,156
111,44
164,44
112,107
160,109
97,32
124,33
152,30
181,29
94,47
101,46
120,46
154,46
176,46
189,47
130,70
122,75
144,76
131,94
133,125
130,157
125,71
171,71
126,121
169,120
110,61
138,60
158,62
186,59
104,75
119,72
132,72
164,72
178,71
189,72
152,102
143,103
159,101
150,114
149,129
147,154
127,71
173,71
130,121
169,121
111,64
138,63
161,63
186,59
110,76
121,74
134,73
165,72
180,71
189,69
151,104
142,105
161,103
151,116
150,129
153,155
138,60
189,61
139,123
181,121
119,48
150,49
174,49
204,48
117,61
129,61
145,61
181,62
197,61
207,62
164,96
153,95
174,95
162,115
162,134
162,164
128,57
179,57
130,117
175,113
111,44
140,45
164,44
194,41
109,57
120,58
134,58
170,58
187,57
199,55
151,89
141,89
164,89
152,105
153,123
154,150
143,82
211,83
144,164
205,163
119,63
156,64
193,65
233,62
116,82
129,83
153,83
198,84
222,83
239,81
169,130
155,126
188,126
170,147
170,185
172,218
142,82
204,81
146,155
202,156
118,72
155,73
187,71
227,71
113,84
130,83
154,86
192,85
216,83
230,82
172,127
160,129
184,129
173,151
173,169
175,199
155,52
212,53
160,119
206,119
131,43
170,40
197,40
229,38
129,54
146,54
165,54
203,54
220,53
233,54
182,89
172,89
196,90
183,109
183,123
182,160
156,25
237,25
164,106
227,105
132,10
177,14
213,15
265,12
127,29
143,27
170,26
222,26
250,29
268,30
193,67
182,71
206,71
194,102
194,125
196,160
151,48
231,49
157,130
222,130
126,33
171,33
207,36
257,36
122,55
137,50
164,49
215,49
243,52
262,56
185,82
174,89
198,89
185,118
185,149
187,185
189,112
236,109
197,161
234,161
171,101
199,99
225,99
250,96
166,113
183,112
198,112
228,110
244,110
253,111
216,138
206,141
226,141
216,156
217,172
215,199
182,115
229,115
186,172
225,171
167,106
195,107
217,106
244,102
162,116
176,116
189,116
223,116
238,116
247,115
204,147
195,147
215,147
204,164
205,186
204,211
170,113
215,110
178,164
214,160
154,101
181,104
204,101
228,97
152,113
163,113
176,113
208,111
223,110
235,109
190,141
182,142
203,142
193,155
194,173
195,197
169,107
215,107
171,159
213,159
155,96
181,97
202,96
229,95
153,107
164,107
177,108
208,108
222,107
234,106
189,137
180,134
200,135
190,152
189,177
189,202
190,96
235,98
192,145
228,147
176,85
201,87
221,88
249,87
173,96
183,96
197,97
227,98
242,99
255,100
208,120
200,125
218,126
207,138
208,154
208,178
185,99
229,99
184,153
221,152
169,87
194,89
214,88
240,88
167,98
174,100
190,100
221,100
236,100
252,101
200,126
191,126
210,127
199,145
200,165
200,191
179,108
223,108
183,160
218,159
162,100
192,100
209,101
237,100
162,109
173,109
186,109
216,109
230,108
242,108
201,138
191,136
210,137
200,152
199,174
199,197
172,100
215,101
175,146
211,147
159,89
183,92
202,89
227,88
157,101
165,100
178,101
207,100
222,100
231,100
190,121
183,126
200,126
191,139
191,155
189,179
176,96
219,96
179,141
215,142
160,90
188,87
208,87
231,85
158,100
168,97
181,97
212,97
226,97
236,99
195,116
187,120
204,121
195,135
195,150
194,174
175,105
219,104
178,157
215,156
161,95
187,98
207,96
234,95
159,105
168,106
182,106
211,105
227,105
237,105
195,132
187,134
206,133
196,150
196,168
198,193
177,104
221,103
181,156
217,155
162,93
188,94
207,92
236,92
162,104
169,105
184,105
214,104
228,103
241,103
196,127
189,130
207,130
198,145
198,167
200,194
126,117
170,118
127,168
165,168
112,108
139,110
156,109
183,108
111,117
120,118
135,118
163,118
177,118
187,119
147,142
138,145
157,146
146,160
146,183
144,207
130,123
173,123
131,171
168,171
114,113
142,116
160,116
188,114
112,122
123,123
135,123
166,125
180,124
189,124
150,149
141,150
159,151
149,165
149,180
148,206
118,117
160,119
119,168
153,168
103,107
128,109
148,109
173,109
102,118
111,118
124,118
154,119
166,119
179,119
135,141
126,144
145,146
135,159
135,182
135,206
123,113
165,116
121,162
156,164
108,104
136,103
152,105
179,106
106,114
115,113
130,115
159,116
172,117
183,118
140,139
131,139
152,141
140,153
139,179
137,201
120,109
163,109
121,156
158,157
107,100
133,98
151,99
174,99
104,109
113,109
125,110
156,110
169,110
179,111
139,129
131,133
148,134
138,148
138,168
138,193
133,93
175,92
133,144
169,144
115,85
142,82
163,83
189,83
113,95
124,93
139,93
168,93
182,93
193,94
152,118
145,119
163,120
152,134
152,161
150,186
127,90
171,91
123,140
166,142
112,79
139,80
155,82
183,79
107,91
119,91
135,91
163,91
180,92
189,93
147,114
138,116
156,117
146,132
144,159
143,185
120,104
164,105
119,158
156,158
101,96
132,96
153,97
179,96
99,105
111,105
127,106
155,107
172,107
183,106
139,137
130,136
147,137
139,151
138,166
135,191
104,97
150,97
111,147
145,146
89,89
118,88
136,88
164,87
88,99
97,97
112,98
142,97
157,96
167,97
127,125
118,126
137,127
127,141
127,155
127,181
113,92
157,91
117,141
152,140
95,84
124,82
148,82
175,82
93,94
104,92
121,92
149,93
167,91
176,91
136,119
125,120
147,121
136,134
137,148
135,179
114,100
161,99
117,147
156,147
96,90
126,89
150,89
178,91
96,100
106,100
121,100
153,100
168,100
179,100
139,130
127,128
149,128
139,142
138,156
137,184
122,102
168,102
124,152
163,153
104,94
135,92
156,94
184,93
101,102
114,102
129,103
161,103
175,102
185,102
145,134
135,132
155,133
144,147
143,160
141,188
117,100
162,100
122,147
156,151
100,89
130,88
151,91
179,91
100,98
109,99
125,100
155,100
169,101
182,102
138,130
129,130
147,130
138,144
137,157
134,183
114,92
159,92
118,143
154,144
97,81
125,82
145,83
172,80
95,91
106,92
120,93
152,93
166,93
175,94
134,118
126,121
144,122
134,137
134,153
134,178
124,93
170,93
131,143
166,143
109,84
139,84
160,85
184,81
106,93
118,94
131,94
164,94
178,94
188,93
147,122
137,122
159,122
147,136
147,155
147,180
121,91
167,91
125,144
163,143
104,80
133,81
155,81
182,81
103,91
113,91
129,91
160,92
174,92
184,90
142,116
134,119
152,119
142,135
142,157
143,180
120,90
166,89
123,139
160,139
104,80
133,79
153,79
181,80
101,90
114,91
128,90
158,90
173,91
184,92
142,114
133,117
152,117
142,130
142,146
141,173
116,85
161,86
120,134
157,134
99,75
128,74
148,75
176,76
98,86
109,86
122,86
154,86
168,87
181,87
138,110
129,113
146,113
137,126
137,141
136,167
117,91
162,91
118,140
157,140
102,79
130,80
148,79
176,78
97,90
109,92
123,91
154,92
170,92
182,91
139,117
129,117
149,118
137,134
137,148
137,177
115,97
162,97
118,153
157,153
100,86
127,85
152,86
175,84
97,98
108,98
121,97
153,98
169,97
181,96
137,124
127,126
149,126
136,139
136,180
137,198
113,98
158,98
113,147
157,145
97,89
126,90
147,90
174,87
94,100
107,99
119,99
152,99
166,97
177,98
137,130
125,126
148,126
135,140
136,162
136,184
113,92
158,92
116,143
155,142
97,82
125,85
146,82
173,82
96,92
106,93
120,93
151,92
166,92
177,92
134,117
126,121
143,122
135,135
135,150
135,176
111,87
155,86
114,134
156,132
94,78
123,78
145,76
172,75
92,89
103,89
118,88
149,88
162,86
173,87
135,108
126,113
143,113
135,127
137,143
134,168
124,99
168,99
123,154
163,154
107,90
135,91
156,88
181,86
105,99
114,100
131,100
160,100
177,100
185,101
144,126
136,130
154,130
144,147
143,167
142,195
117,103
162,103
123,151
156,152
100,95
129,93
150,92
178,94
98,104
110,104
126,105
154,105
170,104
180,103
139,131
130,134
149,134
139,147
138,161
138,187
124,96
168,97
126,146
162,145
107,89
135,88
157,87
182,87
105,98
116,97
132,97
161,99
176,98
186,98
144,122
137,126
154,127
145,140
146,153
143,179
118,94
161,94
121,144
156,144
100,86
130,84
148,83
175,84
99,96
110,95
125,96
154,95
169,94
179,94
138,118
131,121
147,122
137,138
138,153
138,181
117,97
160,96
121,145
156,143
101,88
128,88
149,87
174,84
98,98
109,97
124,97
153,97
169,96
179,96
136,121
130,124
147,125
138,138
139,152
138,178
113,97
156,97
115,145
149,145
97,88
124,88
145,87
169,86
94,98
104,98
120,98
148,98
166,97
174,97
133,123
124,126
143,127
132,140
132,153
131,180
121,89
164,89
124,138
159,139
106,78
133,79
153,79
177,77
103,90
114,90
128,89
158,89
173,89
183,92
143,110
134,116
151,116
142,132
141,147
139,175
120,135
168,137
121,188
164,189
101,121
133,124
155,124
189,127
97,135
111,135
129,137
159,138
177,138
191,138
143,165
133,168
150,168
142,183
142,198
140,222
132,122
181,126
130,176
177,179
111,106
147,110
170,111
201,112
108,120
123,121
142,123
173,126
191,126
205,129
156,154
147,155
164,157
154,170
152,188
152,211
137,117
188,120
133,172
183,175
114,104
151,106
173,107
209,107
114,117
127,117
146,119
179,121
197,122
211,123
160,151
151,152
169,152
160,166
158,189
156,214
123,118
174,121
120,175
169,176
101,105
137,107
160,109
196,111
100,118
114,119
132,121
165,122
183,123
199,126
146,148
137,153
155,153
146,167
144,189
142,214
128,119
180,122
127,178
173,180
105,104
142,108
167,109
201,109
103,118
119,119
138,121
171,122
190,124
205,126
152,153
143,155
160,155
151,170
149,195
149,218
122,117
174,120
122,177
168,179
99,104
136,106
162,107
197,108
96,115
114,117
132,119
165,121
184,121
199,123
147,153
138,154
155,154
145,168
144,191
144,214
122,115
174,118
122,174
169,174
100,100
135,103
162,103
197,104
97,114
114,116
130,117
166,118
183,120
197,120
147,148
137,150
155,150
146,165
145,189
144,213
131,109
184,114
131,166
176,168
109,93
147,95
171,97
206,97
107,107
120,109
141,110
174,113
195,115
207,115
155,139
146,142
164,143
154,158
154,183
153,205
138,109
192,113
134,168
186,170
116,95
154,97
178,100
216,102
111,109
130,109
148,112
184,113
203,116
219,118
164,143
155,145
172,146
163,161
161,184
158,209
110,127
164,135
101,184
149,193
87,107
122,118
148,122
186,123
84,121
99,126
118,130
153,136
174,138
191,141
122,172
114,168
134,172
121,185
121,200
119,223
112,110
168,110
114,168
166,168
85,94
127,94
151,94
191,96
84,111
103,111
122,111
159,111
176,111
194,111
140,143
130,145
150,145
140,159
140,190
139,214
124,111
183,113
125,172
180,172
97,90
138,86
167,87
208,94
96,109
114,110
136,111
173,112
192,113
210,112
152,143
143,145
162,145
152,163
151,193
151,222
122,94
179,96
121,156
173,157
98,78
138,80
164,81
203,85
93,93
112,94
133,97
169,98
188,98
208,98
149,130
138,132
158,133
147,150
147,167
147,198
125,95
183,98
126,162
177,164
99,79
141,82
168,82
210,88
96,95
115,95
135,97
173,100
193,100
211,102
151,131
142,135
162,135
152,152
151,180
150,208
121,100
179,103
121,166
173,168
95,86
137,87
163,88
205,92
92,101
110,100
132,102
168,104
190,105
205,105
148,138
139,139
158,140
147,156
147,186
147,211
126,97
184,100
122,160
178,162
99,80
141,82
167,84
209,87
94,96
113,97
135,99
173,100
193,100
213,102
152,134
142,135
162,138
151,154
151,173
150,204
128,94
185,97
125,158
178,160
101,79
144,79
168,81
211,85
99,93
117,95
137,96
175,98
195,99
214,99
154,130
143,132
164,133
152,151
152,178
152,206
129,92
187,96
128,161
179,163
103,78
144,78
171,80
213,85
99,93
118,93
139,95
177,97
196,97
215,99
154,129
146,132
164,132
153,152
153,177
154,205
138,94
196,97
137,162
191,164
112,78
157,79
181,81
224,87
108,95
128,94
149,96
187,98
207,99
223,99
167,127
157,133
176,134
166,151
165,184
164,210
131,100
192,102
130,168
185,170
104,85
146,85
175,88
219,93
103,100
120,100
142,102
180,104
202,105
222,105
158,139
147,142
168,143
157,160
157,187
156,215
128,97
188,99
126,162
185,163
101,83
143,83
173,84
214,87
97,97
118,97
139,99
177,101
198,100
217,101
156,134
146,136
167,137
156,153
155,180
156,211
118,106
176,108
117,169
170,171
93,91
134,92
159,94
201,96
89,107
108,106
128,108
166,110
185,109
202,110
143,142
135,144
153,145
143,161
143,184
142,214
125,103
183,106
124,168
180,168
99,88
142,89
167,88
210,94
97,104
115,104
135,105
173,107
193,107
211,108
152,138
142,142
162,142
152,159
152,189
152,215
129,110
189,113
129,184
184,183
100,94
144,92
172,93
217,99
96,112
118,110
139,112
180,113
199,114
217,115
157,148
147,151
166,151
157,170
158,207
158,235
127,107
185,109
125,171
180,171
100,92
142,92
169,93
209,96
98,108
115,107
138,109
173,110
193,109
211,111
152,147
143,147
163,147
152,166
152,185
153,214
130,100
192,102
130,173
185,175
101,85
147,84
173,86
217,88
101,100
119,101
141,102
181,105
203,105
220,105
159,138
148,143
168,143
157,163
158,195
159,222
137,92
198,95
135,162
195,164
109,77
152,77
184,78
225,82
106,92
126,93
148,94
189,96
209,96
229,98
167,128
156,133
176,133
164,153
164,178
166,211
130,112
189,114
130,172
187,173
104,93
148,92
173,94
216,95
102,110
118,110
144,110
179,112
203,114
219,112
159,144
149,147
169,148
159,163
160,192
158,220
119,100
180,100
120,171
177,171
90,85
137,85
163,86
206,88
87,100
109,100
129,101
169,101
190,101
210,101
149,137
139,140
158,140
148,159
148,191
150,218
127,108
189,109
130,181
184,181
98,94
144,93
170,92
217,97
96,109
117,108
138,110
178,111
200,110
218,110
156,146
146,151
166,151
157,169
158,204
159,229
121,96
183,98
123,170
178,171
92,83
139,79
164,77
211,86
89,97
110,97
131,98
172,99
193,98
212,100
151,131
140,137
160,137
151,157
152,189
150,217
118,125
166,128
123,182
157,185
99,118
136,115
152,118
183,124
95,128
109,126
126,127
158,130
173,130
184,134
143,151
136,158
148,159
142,172
141,197
137,216
135,132
182,133
143,190
176,191
116,126
152,122
167,125
200,129
113,134
126,133
143,134
175,134
190,134
202,137
159,159
152,165
165,166
159,181
160,202
159,220
136,125
182,127
142,183
175,184
117,119
153,115
168,117
200,123
113,127
128,126
143,126
174,128
191,128
202,131
160,152
153,158
166,158
160,171
158,196
156,214
138,128
185,131
144,185
175,186
119,121
156,117
171,119
203,125
116,130
129,129
146,130
176,131
193,132
204,135
161,154
154,161
168,162
161,174
160,197
158,217
124,136
174,139
132,200
164,200
104,129
142,126
157,129
193,135
101,138
116,137
131,138
166,139
183,141
196,143
149,166
142,172
155,172
148,187
148,211
147,231
129,134
178,136
134,194
168,196
109,126
148,123
164,125
198,134
107,136
121,134
137,135
171,138
187,138
199,142
154,163
148,169
160,170
152,184
152,209
152,230
126,136
175,138
132,197
164,197
105,126
143,124
162,126
194,133
103,138
116,136
134,137
165,139
183,140
197,144
149,165
143,172
156,171
149,187
149,209
146,231
131,134
180,137
138,194
170,195
112,126
151,124
169,126
199,133
109,135
123,134
139,135
172,139
189,139
201,143
156,164
149,169
161,170
156,185
155,208
152,228
103,141
146,144
105,195
135,197
84,134
118,131
133,132
163,143
81,142
94,142
110,143
139,145
153,147
166,150
123,168
118,173
130,174
122,186
120,208
118,228
96,143
139,144
104,198
132,197
76,137
109,130
126,132
158,140
74,147
87,144
101,144
132,145
147,145
159,148
118,168
112,174
123,175
118,189
118,208
119,229
101,143
147,147
105,201
136,202
83,136
118,134
134,136
164,143
80,146
93,144
108,145
140,147
154,148
166,151
123,170
116,177
128,178
122,192
121,214
119,232
98,145
145,147
103,201
136,202
80,137
115,134
131,135
162,142
77,146
90,146
106,146
137,147
152,148
164,152
122,170
114,177
128,178
121,192
120,215
119,232
140,132
186,134
149,189
178,189
122,126
156,121
172,122
205,129
118,133
132,133
147,133
179,134
194,135
207,136
162,159
157,165
168,164
164,179
164,200
163,219
140,130
187,134
147,186
176,187
123,122
157,118
177,121
204,130
121,131
134,130
149,130
180,133
195,134
206,137
162,157
156,162
167,163
163,177
162,199
160,218
140,133
187,135
146,191
175,191
122,125
158,123
173,123
205,131
119,133
133,133
147,134
180,136
194,137
206,139
162,161
155,167
168,168
162,182
161,202
159,220
138,130
183,130
147,185
177,184
118,124
154,117
170,117
200,125
117,134
131,131
145,130
175,130
190,131
203,132
160,155
155,161
167,161
163,175
163,197
163,214
139,130
186,133
142,186
176,187
121,124
156,120
170,125
202,129
118,132
133,131
146,132
177,134
193,135
204,136
163,157
155,164
168,164
161,177
161,200
159,216
137,131
183,131
147,188
178,186
118,126
153,121
168,121
200,125
116,136
129,133
144,132
175,131
190,132
202,134
163,157
156,164
168,163
163,177
164,200
164,216
141,130
186,133
147,187
177,187
122,125
157,121
172,123
204,129
118,134
133,132
148,132
180,134
194,134
206,137
163,158
156,163
169,164
162,178
161,198
160,216
142,129
187,133
146,185
176,186
122,123
157,120
173,123
204,130
119,131
134,130
148,131
179,134
194,135
206,139
163,156
157,163
169,164
163,178
161,197
160,216
135,133
181,133
143,188
175,187
116,126
152,121
167,122
198,126
114,134
128,133
142,134
175,133
189,134
200,135
160,158
154,164
165,165
161,179
161,199
160,218
141,130
186,135
140,185
170,188
121,121
155,118
175,120
203,132
119,130
133,130
147,131
178,135
193,137
203,140
160,159
153,164
165,165
159,178
156,200
153,216
137,129
183,130
141,183
174,185
119,122
152,119
169,119
199,124
117,130
130,130
144,130
176,131
190,131
201,134
162,153
154,160
168,161
160,173
157,202
156,218
136,124
181,123
141,173
177,174
117,120
150,111
166,111
199,119
117,128
129,126
143,125
174,124
189,125
200,126
160,145
155,151
167,150
161,164
161,185
161,208
139,128
185,130
139,181
177,182
121,121
158,118
171,119
203,126
119,131
132,128
146,129
178,131
192,132
204,136
162,152
155,160
168,161
160,173
158,200
156,217
137,131
183,130
144,183
177,185
118,123
154,119
168,119
200,125
116,134
130,131
144,132
176,131
191,132
202,133
162,154
155,160
168,161
161,175
160,196
160,217
140,122
186,125
142,176
178,178
121,117
156,111
173,115
202,120
120,125
133,123
148,124
179,125
193,126
204,129
164,146
157,152
170,153
163,166
160,193
157,213
141,127
186,131
139,182
175,187
122,119
158,118
173,119
202,128
120,128
133,127
147,129
179,131
193,132
203,136
163,152
156,159
169,162
161,174
157,201
154,219
137,126
182,130
137,177
173,180
118,118
152,116
170,117
199,126
118,127
128,126
144,128
174,129
189,131
201,133
160,151
152,157
164,158
157,170
154,193
152,212
132,126
177,127
136,179
171,180
114,120
149,113
164,114
195,121
113,129
125,126
139,127
170,127
185,129
194,130
155,148
149,154
160,155
155,168
154,195
152,215
137,128
183,129
139,180
177,183
118,121
153,118
169,120
200,125
116,132
130,129
145,130
175,130
191,131
201,134
161,154
155,159
167,160
161,173
159,198
156,214
140,131
185,131
142,182
182,183
122,126
156,121
172,122
202,127
121,134
134,133
148,133
179,133
193,133
203,135
163,155
157,161
171,161
164,173
164,200
163,216
134,131
179,133
133,180
173,185
117,124
148,123
166,124
195,127
116,131
127,131
141,132
173,134
185,134
198,137
155,157
147,162
163,164
155,174
152,201
152,217
146,77
223,74
152,153
218,150
119,63
165,61
199,61
248,57
114,80
132,77
160,75
207,75
234,75
249,75
183,113
171,120
196,120
184,145
184,171
185,201
103,155
150,148
116,201
152,195
88,146
117,142
144,140
164,134
81,157
98,155
111,153
142,149
155,148
165,145
138,167
130,175
143,174
139,188
138,202
138,227
104,128
156,124
115,180
152,178
83,121
118,115
144,113
175,111
80,133
95,130
114,126
148,125
166,125
179,125
131,140
126,148
139,148
133,165
134,189
136,218
136,151
181,143
144,205
181,195
113,144
141,141
173,138
194,131
104,158
123,153
142,149
171,145
185,143
191,141
171,169
161,177
174,173
169,190
169,207
169,232
105,132
157,129
115,184
150,182
86,123
116,121
145,118
175,116
82,137
96,134
114,131
147,130
164,129
179,127
130,146
126,154
138,153
132,169
134,193
137,220
155,128
207,126
165,180
204,178
136,120
166,118
195,114
225,113
132,134
146,131
164,128
198,126
215,126
229,124
180,143
176,151
188,149
182,166
184,190
187,217
145,126
197,122
156,175
195,172
128,116
157,114
183,111
213,109
125,130
138,128
154,125
188,122
206,122
219,121
170,137
166,145
178,144
173,162
176,183
178,212
145,140
194,137
153,189
192,188
125,132
154,130
183,127
210,126
122,145
137,142
152,139
185,138
202,138
215,137
170,152
164,160
177,159
171,178
173,196
174,224
142,139
189,135
148,187
191,185
119,134
150,129
176,128
206,124
120,144
134,141
151,138
181,136
198,137
212,134
167,152
161,159
173,158
168,176
169,190
171,219
141,141
191,137
150,188
191,185
121,134
153,129
175,128
207,125
122,144
134,143
150,139
181,137
198,137
210,137
168,154
162,160
174,160
169,178
172,192
173,221
142,138
189,134
154,185
186,182
124,130
153,127
177,126
208,124
122,140
134,139
150,137
182,135
198,134
211,134
168,147
162,156
173,155
169,170
171,194
171,220
140,141
189,137
149,189
187,186
122,133
150,130
177,128
207,125
120,144
133,142
151,140
182,137
197,138
212,134
166,151
161,159
173,159
167,174
169,198
170,223
130,135
182,132
143,184
179,180
113,126
144,124
168,121
199,118
114,137
125,137
140,134
172,132
190,131
206,128
157,147
152,154
164,153
159,169
161,191
161,218
133,131
180,128
141,179
179,176
115,123
144,120
168,117
196,117
114,134
126,133
140,130
173,129
190,129
203,130
157,143
152,151
164,149
159,164
160,185
162,211
137,135
188,133
147,184
184,183
121,128
148,124
175,123
203,121
119,140
131,137
145,135
179,133
195,133
209,131
163,150
157,157
169,155
164,172
166,193
166,220
137,135
186,131
147,183
183,180
122,126
148,126
171,123
201,121
118,136
126,135
146,134
177,133
194,132
207,132
162,147
156,155
168,154
163,169
165,189
167,214
136,134
183,130
145,183
181,180
118,125
145,121
172,123
200,120
116,135
126,134
143,133
176,132
192,131
206,130
160,147
154,154
166,153
161,169
162,193
162,218
134,135
183,133
142,184
182,181
115,126
144,125
172,121
202,121
114,135
123,136
142,135
174,133
192,133
205,132
157,150
153,156
164,155
160,173
160,189
163,215
135,133
182,130
146,181
179,179
122,124
147,123
171,120
201,121
111,137
126,134
142,133
175,131
193,130
208,129
158,146
153,154
165,153
161,169
163,187
163,215
140,134
189,131
154,181
185,179
125,126
152,123
177,121
205,118
122,137
131,136
149,134
181,132
199,132
211,131
164,150
160,155
173,155
168,172
169,188
172,215
137,135
185,133
147,183
181,181
121,127
146,123
172,122
201,120
118,140
126,138
144,134
178,133
194,133
206,131
160,149
156,155
167,154
162,169
165,189
168,212
147,132
194,130
152,181
195,176
129,124
160,121
182,119
211,116
129,133
139,132
155,131
187,129
204,129
216,128
170,143
165,151
177,151
172,170
173,181
177,211
138,134
186,131
151,180
180,179
120,126
150,123
174,120
203,120
118,136
128,136
145,134
179,131
196,131
209,131
162,149
156,155
169,155
164,171
166,187
169,215
135,135
183,131
147,183
181,180
118,126
145,124
171,121
198,118
115,137
125,137
143,134
177,131
192,132
205,131
159,146
153,154
164,153
162,172
163,188
165,218
137,135
185,133
148,184
179,181
123,124
148,123
175,121
202,122
119,138
128,138
144,135
177,134
195,133
209,133
161,149
155,157
168,156
162,169
165,192
167,219
140,133
189,130
150,182
183,180
124,125
152,124
174,122
204,120
122,134
130,136
147,133
180,130
197,130
210,130
162,146
158,154
169,153
165,168
167,192
168,216
140,132
185,129
148,181
182,179
123,124
149,120
175,121
204,118
121,135
130,133
147,132
177,130
196,130
208,128
162,145
157,152
169,151
164,165
165,190
166,214
135,133
184,130
147,182
181,179
120,125
146,122
173,120
201,117
118,134
127,135
143,132
176,131
192,130
206,129
159,146
155,152
166,151
162,167
164,191
164,217
136,134
185,131
144,183
185,180
123,123
150,125
173,123
203,121
117,135
128,134
144,134
177,132
195,131
207,130
160,148
156,155
168,154
163,171
165,189
166,215
130,133
179,129
139,179
178,177
116,125
142,122
164,121
195,118
112,134
122,134
138,132
172,130
188,130
200,129
154,144
150,151
161,151
156,165
158,186
160,212
135,132
181,129
141,179
181,176
119,125
147,123
168,121
198,117
117,134
127,134
142,131
175,130
191,130
202,130
158,144
153,151
164,150
160,165
161,187
163,210
135,132
183,129
146,180
177,179
119,123
146,123
172,120
200,118
115,134
127,134
144,131
175,130
193,130
205,129
160,145
155,153
165,152
161,165
163,190
163,217
133,132
180,128
142,181
175,178
115,124
145,121
168,118
198,117
111,132
124,134
141,131
171,129
189,129
200,128
156,142
151,151
163,149
157,164
160,190
162,214
132,133
178,129
142,181
176,178
115,126
140,122
167,120
195,117
113,134
125,133
139,132
171,130
189,130
199,127
153,145
150,152
161,151
157,166
160,188
161,215
130,134
177,130
140,181
175,178
114,125
140,123
167,120
195,119
113,135
123,135
138,132
171,131
187,130
199,129
153,145
149,153
160,152
155,168
158,189
159,215
133,133
179,129
137,178
179,176
114,124
145,122
166,120
198,119
113,133
122,134
140,132
172,130
189,130
203,131
156,143
151,151
161,151
157,168
158,184
160,212
133,133
179,129
140,180
177,178
116,125
142,122
167,121
197,119
115,136
125,134
139,132
172,130
189,130
202,129
155,146
151,152
162,151
157,166
159,189
160,214
161,100
222,101
168,157
216,161
139,84
175,79
209,80
248,85
133,101
150,102
170,100
214,100
238,103
256,103
188,143
179,138
201,138
192,154
191,176
189,205
163,105
221,106
169,160
216,162
143,91
178,88
208,88
244,92
134,106
154,108
172,105
213,106
234,108
252,107
191,147
179,143
202,143
194,154
194,176
192,204
161,108
220,107
169,159
216,160
141,92
177,90
205,89
244,93
135,109
152,109
171,108
213,107
235,109
251,109
189,148
180,144
203,143
192,156
193,176
194,198
173,108
233,109
178,163
225,166
154,94
190,92
216,93
256,94
148,108
164,110
182,109
224,110
245,111
262,109
201,151
189,146
212,147
202,157
202,180
202,205
164,103
223,103
172,155
217,159
142,91
176,87
210,86
247,90
139,105
155,105
175,103
215,103
234,105
253,102
191,144
182,138
203,138
194,150
194,175
195,195
163,106
222,106
171,163
216,163
145,90
178,90
207,90
243,91
137,106
153,108
172,105
213,106
234,108
252,107
190,148
181,143
201,143
193,159
194,180
194,201
150,114
205,114
158,170
202,170
130,102
164,98
193,98
225,100
126,115
142,117
158,115
197,114
215,115
232,115
174,153
166,150
185,150
180,164
181,179
180,209
154,111
208,111
162,164
202,166
136,97
165,96
198,96
228,97
129,113
145,113
162,111
201,111
219,113
234,111
178,147
171,145
190,146
181,157
181,177
182,205
154,114
210,114
162,164
205,166
136,100
169,99
199,98
230,101
130,113
147,116
164,114
202,114
220,115
237,115
179,151
